aid,evDesc1,evDesc2,evDesc3,evType,ts
dab483aa7934a7bcc05f4cd55a7beea9cdbdacfbbd396cae5ac178fa00ff2e11,1.0.7 (38),"iphone,ios,cordova,capacitor,mobile,hybrid,Apple,iPhone,ios,14.4,ios",n/a,evStart,2021-03-01T20:01:08.693Z
dab483aa7934a7bcc05f4cd55a7beea9cdbdacfbbd396cae5ac178fa00ff2e11,Labels Search,en,,evViewPage,2021-03-01T20:01:08.822Z
dab483aa7934a7bcc05f4cd55a7beea9cdbdacfbbd396cae5ac178fa00ff2e11,2935-546,440 Superior Spray Oil,,evViewHS,2021-03-01T20:01:14.993Z
dab483aa7934a7bcc05f4cd55a7beea9cdbdacfbbd396cae5ac178fa00ff2e11,HS Label,en,440 Superior Spray Oil | epa: 2935-546,evViewPage,2021-03-01T20:01:15.701Z
dab483aa7934a7bcc05f4cd55a7beea9cdbdacfbbd396cae5ac178fa00ff2e11,HSLabel,440 Superior Spray Oil | epa: 2935-546,Category: Product Information,evCategoryOpen,2021-03-01T20:01:19.784Z
dab483aa7934a7bcc05f4cd55a7beea9cdbdacfbbd396cae5ac178fa00ff2e11,More,en,,evViewPage,2021-03-01T20:01:24.636Z
dab483aa7934a7bcc05f4cd55a7beea9cdbdacfbbd396cae5ac178fa00ff2e11,Labels Search,en,,evViewPage,2021-03-01T20:01:28.901Z
dab483aa7934a7bcc05f4cd55a7beea9cdbdacfbbd396cae5ac178fa00ff2e11,PICOL Search,en,,evViewPage,2021-03-01T20:01:30.453Z
dab483aa7934a7bcc05f4cd55a7beea9cdbdacfbbd396cae5ac178fa00ff2e11,Labels Search,en,,evViewPage,2021-03-01T20:01:36.533Z
dab483aa7934a7bcc05f4cd55a7beea9cdbdacfbbd396cae5ac178fa00ff2e11,active => inactive,,,evStateChange,2021-03-01T20:01:39.428Z
dab483aa7934a7bcc05f4cd55a7beea9cdbdacfbbd396cae5ac178fa00ff2e11,inactive => active,,,evStateChange,2021-03-01T20:04:25.355Z
dab483aa7934a7bcc05f4cd55a7beea9cdbdacfbbd396cae5ac178fa00ff2e11,active => inactive,,,evStateChange,2021-03-01T20:04:25.549Z
359cd6fd954572f64f27bc7bd4420d305a2673a864f7fe5cb668941f11083db7,1.0.7 (38),"iphone,ios,cordova,capacitor,mobile,hybrid,Apple,iPhone,ios,14.4,ios","(46.55436594343215,-119.25583194473563)",evStart,2021-03-01T22:37:40.257Z
359cd6fd954572f64f27bc7bd4420d305a2673a864f7fe5cb668941f11083db7,Labels Search,es,,evViewPage,2021-03-01T22:37:40.359Z
359cd6fd954572f64f27bc7bd4420d305a2673a864f7fe5cb668941f11083db7,More,en,,evViewPage,2021-03-01T22:37:43.859Z
