aid,epaReg,prodName,sourcePage,evType,ts
01d5716c7fa1a292ef32f503d3554ae7760f3be50870e80d4fd921b5d0ff2f43,42750-19-5905,"2,4-D AMINE 4 HERBICIDE",PICOL,evDownloadLabel,2021-02-12T19:43:51.371Z
01d5716c7fa1a292ef32f503d3554ae7760f3be50870e80d4fd921b5d0ff2f43,62719-220,Lorsban®-4E Insecticide,H&S,evDownloadLabel,2021-02-14T20:08:12.056Z
01d5716c7fa1a292ef32f503d3554ae7760f3be50870e80d4fd921b5d0ff2f43,62719-220,Lorsban®-4E Insecticide,H&S,evDownloadLabel,2021-02-14T20:14:00.281Z
54c62a9aee45b95c1383217fb96d3504eaac6dff4358c4c8148c2539983138d0,62719-220-71058,Eraser™,H&S,evDownloadLabel,2021-02-15T21:05:45.266Z
54e258139f41fd82c7437bf9b57b836af14250749548a7a7eb6474e57b5bd0c2,1381-247,AGRISOLUTIONS RUGGED HERBICIDE,PICOL,evDownloadLabel,2021-02-18T02:18:19.288Z
54c62a9aee45b95c1383217fb96d3504eaac6dff4358c4c8148c2539983138d0,53575-32,Isomate®  CM Flex,H&S,evDownloadLabel,2021-02-18T15:22:34.549Z
9d0bba4ec46a6f2997fe33cbcf11bc9fc6d426cf9c443170ee2b94284b53aa5f,34704-447,Carbaryl 4L,H&S,evDownloadLabel,2021-02-18T19:55:50.282Z
9d0bba4ec46a6f2997fe33cbcf11bc9fc6d426cf9c443170ee2b94284b53aa5f,34704-447,Carbaryl 4L,H&S,evDownloadLabel,2021-02-18T19:56:29.934Z
9d0bba4ec46a6f2997fe33cbcf11bc9fc6d426cf9c443170ee2b94284b53aa5f,19713-49,Carbaryl 4L,H&S,evDownloadLabel,2021-02-18T19:57:03.478Z
5d6aef10109202f85fa08d68382eef697da44123afe70ab79d6fd52191c12373,62562-4-2935,SULFUR DRY FLOWABLE,PICOL,evDownloadLabel,2021-02-19T18:22:18.937Z
5d6aef10109202f85fa08d68382eef697da44123afe70ab79d6fd52191c12373,62562-4-2935,SULFUR DRY FLOWABLE,PICOL,evDownloadLabel,2021-02-19T18:22:26.178Z
5d6aef10109202f85fa08d68382eef697da44123afe70ab79d6fd52191c12373,62562-4-2935,SULFUR DRY FLOWABLE,PICOL,evDownloadLabel,2021-02-19T18:22:28.785Z
5d6aef10109202f85fa08d68382eef697da44123afe70ab79d6fd52191c12373,400-518,PROCURE 480SC AG FUNGICIDE,PICOL,evDownloadLabel,2021-02-19T18:25:57.457Z
5d6aef10109202f85fa08d68382eef697da44123afe70ab79d6fd52191c12373,19713-217,DREXEL MALATHION 5EC INSECTICIDE/MITICIDE,PICOL,evDownloadLabel,2021-02-19T18:33:24.138Z
825dfc571ddb396e52fac55c4dc6101bb7f51b2aa84b6b7bb840b1caffb2f3b5,62719-220,Lorsban®-4E Insecticide,H&S,evDownloadLabel,2021-02-20T23:00:03.972Z
825dfc571ddb396e52fac55c4dc6101bb7f51b2aa84b6b7bb840b1caffb2f3b5,524-549,ROUNDUP POWER MAX HERB,PICOL,evDownloadLabel,2021-02-23T00:30:47.112Z
825dfc571ddb396e52fac55c4dc6101bb7f51b2aa84b6b7bb840b1caffb2f3b5,524-549,ROUNDUP POWER MAX HERB,PICOL,evDownloadLabel,2021-02-23T00:32:16.474Z
825dfc571ddb396e52fac55c4dc6101bb7f51b2aa84b6b7bb840b1caffb2f3b5,524-549,ROUNDUP POWER MAX HERB,PICOL,evDownloadLabel,2021-02-23T00:32:18.036Z
825dfc571ddb396e52fac55c4dc6101bb7f51b2aa84b6b7bb840b1caffb2f3b5,524-537,ROUNDUP WEATHER MAX,PICOL,evDownloadLabel,2021-02-23T00:32:27.823Z
825dfc571ddb396e52fac55c4dc6101bb7f51b2aa84b6b7bb840b1caffb2f3b5,524-549,ROUNDUP POWER MAX HERBICIDE,PICOL,evDownloadLabel,2021-02-23T00:32:37.316Z
2ec4cda0fbf95e71c77e164a292afb06de85af95c7b9f572f7d57d8162997aff,2935-546,440 Superior Spray Oil,H&S,evDownloadLabel,2021-02-24T02:17:52.772Z
2ec4cda0fbf95e71c77e164a292afb06de85af95c7b9f572f7d57d8162997aff,352-859,DuPONT EXIREL,PICOL,evDownloadLabel,2021-02-24T02:19:38.933Z
54c62a9aee45b95c1383217fb96d3504eaac6dff4358c4c8148c2539983138d0,55467-9,BUCCANEER PLUS GLYPHOSATE HERBICIDE,PICOL,evDownloadLabel,2021-02-26T15:18:16.317Z
359cd6fd954572f64f27bc7bd4420d305a2673a864f7fe5cb668941f11083db7,7969-188,APOGEE PLANT GROWTH REGULATOR,PICOL,evDownloadLabel,2021-02-26T21:26:34.004Z
54c62a9aee45b95c1383217fb96d3504eaac6dff4358c4c8148c2539983138d0,8033-23-70506,Assail® 70WP Insecticide,H&S,evDownloadLabel,2021-02-26T23:43:52.553Z
54c62a9aee45b95c1383217fb96d3504eaac6dff4358c4c8148c2539983138d0,62719-541,Delegate® WG,H&S,evDownloadLabel,2021-02-27T01:00:04.406Z
54c62a9aee45b95c1383217fb96d3504eaac6dff4358c4c8148c2539983138d0,352-834,DuPont™ Fontelis® FUNGICIDE,H&S,evDownloadLabel,2021-02-27T01:00:44.239Z
5496cd2b15689a116f0c7d4cb93deec3afed899cf38e783cc8707af475db91b0,2935-546,440 Superior Spray Oil,H&S,evDownloadLabel,2021-03-02T19:18:12.893Z
5496cd2b15689a116f0c7d4cb93deec3afed899cf38e783cc8707af475db91b0,2935-546,440 Superior Spray Oil,H&S,evDownloadLabel,2021-03-02T20:31:46.910Z
d6d60266ab5001a37acf1afe32143c98b79ab5631f8b42b53d96a73ed1daf321,45002-4,NU-COP 50DF FUNGICIDE/BACTERICIDE,PICOL,evDownloadLabel,2021-03-03T19:29:47.219Z
7b7128b8789033415e5b1fe28aa543e05146ecd863756dc128ab37d26406a8d4,80990-1,FireLine™ 17 WP fungicide/bactericide,H&S,evDownloadLabel,2021-03-05T11:23:42.155Z
e5bd2684680b3dbc11d06ee5bdeaf9f78148f8d0d48c777442772a5bd8586bef,33270-21,"2,4-D /AMINE 4 HERBICIDE",PICOL,evDownloadLabel,2021-03-06T00:52:45.914Z
df2c24dcba7366af2a0f5058f2ecaede3736b0c0b5e73f05436dfd01abd8156b,19713-49,Carbaryl 4L,H&S,evDownloadLabel,2021-03-08T21:50:27.140Z
df2c24dcba7366af2a0f5058f2ecaede3736b0c0b5e73f05436dfd01abd8156b,71096-6,Rex Lime Sulfur Solution,H&S,evDownloadLabel,2021-03-08T21:52:08.618Z
42c0f3fdc54ba734cfbb00a10bca08478aa8e15abd5187c747196f05274f516d,86869-5,LAMBDA SELECT,PICOL,evDownloadLabel,2021-03-10T19:25:13.357Z
825dfc571ddb396e52fac55c4dc6101bb7f51b2aa84b6b7bb840b1caffb2f3b5,524-549,ROUNDUP POWER MAX HERB,PICOL,evDownloadLabel,2021-03-12T04:30:48.425Z
825dfc571ddb396e52fac55c4dc6101bb7f51b2aa84b6b7bb840b1caffb2f3b5,524-537,ROUNDUP WEATHER MAX HERBICIDE,PICOL,evDownloadLabel,2021-03-12T04:31:33.341Z
825dfc571ddb396e52fac55c4dc6101bb7f51b2aa84b6b7bb840b1caffb2f3b5,524-549,ROUNDUP POWER MAX HERBICIDE,PICOL,evDownloadLabel,2021-03-12T04:31:47.139Z
ba7ee3e77c35b8e5516b9ccb475f54295394cee9f6ae93912f61e5a11b8af20d,85678-58,PARAQUAT 43.2% SL,PICOL,evDownloadLabel,2021-03-14T03:47:43.460Z
ba7ee3e77c35b8e5516b9ccb475f54295394cee9f6ae93912f61e5a11b8af20d,2935-546,440 Superior Spray Oil,H&S,evDownloadLabel,2021-03-14T03:49:04.022Z
c33421473f364d0e48a791ed2ed1f8e2c1a340538eb188a767a2c4310c2f9e7c,34704-447,Carbaryl 4L,H&S,evDownloadLabel,2021-03-15T16:43:53.226Z
