aid,evDesc1,evDesc2,evDesc3,evType,ts
359cd6fd954572f64f27bc7bd4420d305a2673a864f7fe5cb668941f11083db7,1.0.7 (38),"iphone,ios,cordova,capacitor,mobile,hybrid,Apple,iPhone,ios,14.4,ios","(46.55436594343215,-119.25583194473563)",evStart,2021-03-01T22:37:40.257Z
04dba5d9a3de740c009f310f06a9cd3246c164a6710e2fc88ae17036545f2748,1.0.7 (38),"android,cordova,capacitor,mobile,hybrid,Google,Pixel 3a,android,11,android","(47.67336560541991,-122.29581284036799)",evStart,2021-03-02T17:56:51.937Z
5496cd2b15689a116f0c7d4cb93deec3afed899cf38e783cc8707af475db91b0,1.0.7 (38),"iphone,ios,cordova,capacitor,mobile,hybrid,Apple,iPhone,ios,14.4,ios","(44.60090727691267,-123.26230837606563)",evStart,2021-03-02T19:17:52.538Z
161996da6edd9a23d6003095980dfe61d37644f546a9a5bfa4b7813c28639a88,1.0.7 (38),"android,cordova,capacitor,mobile,hybrid,LGE,LM-G900,android,10,android","(46.60059261917577,-120.56388819595398)",evStart,2021-03-03T17:53:10.645Z
5496cd2b15689a116f0c7d4cb93deec3afed899cf38e783cc8707af475db91b0,1.0.7 (38),"iphone,ios,cordova,capacitor,mobile,hybrid,Apple,iPhone,ios,14.4,ios","(44.59944182445493,-123.26667497170246)",evStart,2021-03-03T23:01:51.110Z
d1bc238b725200b8b1c4659f307a3790dbd1ece01ce3d54a750e1e95044eba8a,1.0.7 (38),"iphone,ios,cordova,capacitor,mobile,hybrid,Apple,iPhone,ios,13.5.1,ios","(46.56598989958326,-120.48237380835602)",evStart,2021-03-04T21:04:45.294Z
161996da6edd9a23d6003095980dfe61d37644f546a9a5bfa4b7813c28639a88,1.0.7 (38),"android,cordova,capacitor,mobile,hybrid,LGE,LM-G900,android,10,android","(46.595367834452674,-120.52195629067717)",evStart,2021-03-04T21:12:04.077Z
69516773d8d6e5cebcc5f2064c9b2cdda18c45dc9e2377beea427b1415c60aa6,1.0.7 (38),"iphone,ios,cordova,capacitor,mobile,hybrid,Apple,iPhone,ios,14.3,ios","(39.96459659137842,-77.31166267320775)",evStart,2021-03-05T11:28:38.060Z
6033f1cbc3324b6fe261f10eea6d1d0de057b9f34ee61eb547be32423b35c725,1.0.7 (38),"android,cordova,capacitor,mobile,hybrid,samsung,SM-N950U,android,9,android","(46.49655477729991,-120.46149440738577)",evStart,2021-03-05T16:37:55.899Z
abfa48dde1393cf7979c5a62d20d11ddfc7ea326a98870e13e256fc76d230701,1.0.7 (38),"android,cordova,capacitor,mobile,hybrid,samsung,SM-J727R4,android,8.1.0,android","(46.498768347349504,-120.46399106679125)",evStart,2021-03-05T16:38:15.693Z
fa63af095d8fe53adb20a0ba3a75f5f3b88a81795ebb0fc8f97d56d8bd60f2f5,1.0.7 (38),"android,cordova,capacitor,mobile,hybrid,samsung,SM-G892A,android,9,android","(46.499432971623655,-120.46318238279132)",evStart,2021-03-05T16:38:16.270Z
0cd4d6f2dbd7f029784a213642551688d2dadf3930a70c45350a90ea6ca92642,1.0.7 (38),"android,cordova,capacitor,mobile,hybrid,samsung,SM-G781U,android,11,android","(46.49801151692032,-120.46659362973175)",evStart,2021-03-05T16:38:29.347Z
8bee3e2642c76a94c503307097db55d71a82bfd1f50eb6391c8bd246e3f95ccc,1.0.7 (38),"android,phablet,cordova,capacitor,mobile,hybrid,motorola,moto g stylus,android,10,android","(46.4824119450506,-120.45745895373625)",evStart,2021-03-05T16:43:10.342Z
0cd4d6f2dbd7f029784a213642551688d2dadf3930a70c45350a90ea6ca92642,1.0.7 (38),"android,cordova,capacitor,mobile,hybrid,samsung,SM-G781U,android,11,android","(46.65802125373975,-118.85944404143717)",evStart,2021-03-05T22:40:50.468Z
44e83323266c28b9551b8a71bd8d97efbc9b6155e527abd0cd2b13c9029ef743,1.0.7 (38),"android,cordova,capacitor,mobile,hybrid,samsung,SM-G950U,android,8.0.0,android","(46.28458313379483,-119.69269213977846)",evStart,2021-03-05T22:50:08.058Z
f6af398020d949a8edd4a7287e80d59d703d857c95d559f3d9889a4109c361af,1.0.7 (38),"android,phablet,cordova,capacitor,mobile,hybrid,samsung,SM-N970U,android,11,android","(46.68830433909135,-120.7564715478079)",evStart,2021-03-06T19:50:44.267Z
abfa48dde1393cf7979c5a62d20d11ddfc7ea326a98870e13e256fc76d230701,1.0.7 (38),"android,cordova,capacitor,mobile,hybrid,samsung,SM-J727R4,android,8.1.0,android","(46.404589995021205,-120.23139826898442)",evStart,2021-03-06T21:10:24.062Z
d50c30da0ee07a49262bafd847794cd0625f88031e6983c4f038406e254cab12,1.0.7 (38),"iphone,ios,cordova,capacitor,mobile,hybrid,Apple,iPhone,ios,14.4,ios","(47.39499201259278,-120.22500697339595)",evStart,2021-03-07T06:04:17.222Z
b05d62e51ca98cd7c4ed0c9d4194c15e028d842ce93ef733f9b2a94727ec4fc0,1.0.7 (38),"iphone,ios,cordova,capacitor,mobile,hybrid,Apple,iPhone,ios,13.6.1,ios","(46.497418330716876,-120.46201208854572)",evStart,2021-03-08T16:17:09.947Z
88f015b4301dacd128b2713b032525b1803bb9ba91e9010dd7a5633ebf946691,1.0.7 (38),"android,phablet,cordova,capacitor,mobile,hybrid,samsung,SM-G975U1,android,11,android","(46.49695618092452,-120.46452315846908)",evStart,2021-03-08T16:18:13.878Z
4ad4f38227e838ced3e4b09122585340d49e70217b28cd46fa092c14eac109b9,1.0.7 (38),"android,cordova,capacitor,mobile,hybrid,samsung,SM-G920R4,android,7.0,android","(46.497679456548695,-120.46172301667242)",evStart,2021-03-08T16:19:49.600Z
941a7b2035e758bf0695ec0cea49f45541d81615ef7a1242c9f5573fd1b1eeb8,1.0.7 (38),"android,cordova,capacitor,mobile,hybrid,samsung,SM-G930V,android,8.0.0,android","(46.4993117684398,-120.46304808689219)",evStart,2021-03-08T16:23:22.317Z
ecc4261898bda8a2e0cf498739a5f64c54c9f62f82ae7940802031b530e836a7,1.0.7 (38),"android,cordova,capacitor,mobile,hybrid,LGE,LG-US701,android,7.0,android","(46.501648306193154,-120.46323781104637)",evStart,2021-03-08T16:23:31.464Z
